[TRACE | 2021-01-11 14:12:54,098] | [start:2021-01-11 14:12:54.87]--[end:2021-01-11 14:12:54.93]:{"group_name":"pc","timestamp":"2021-01-09 15:40:37.734","up_info":{"obst_time":"1610178037734","obst_num":"2","obst_list":[{"target_id":"401","confidence":"15","type":"5","centre_pos":{"x":"6.511","y":"11.319","z":"0.967"},"boundingbox":{"width":"3.092","length":"1.888","height":"0.757"},"speed":{"x":"-3.483","y":"0.027"},"acceleration":{"x":"0","y":"0"},"angular_speed":"0.00","angular_acceleration":"0.00","cut":"0","polygon_vertex":[{"x":"7.064","y":"12.994"},{"x":"5.362","y":"12.781"},{"x":"5.758","y":"9.605"},{"x":"7.460","y":"9.817"}]},{"target_id":"398","confidence":"22","type":"5","centre_pos":{"x":"-8.285","y":"11.027","z":"0.773"},"boundingbox":{"width":"4.082","length":"1.669","height":"0.696"},"speed":{"x":"-2.267","y":"0.070"},"acceleration":{"x":"0","y":"0"},"angular_speed":"0.00","angular_acceleration":"0.00","cut":"0","polygon_vertex":[{"x":"-8.601","y":"13.208"},{"x":"-9.146","y":"9.061"},{"x":"-7.591","y":"8.856"},{"x":"-7.045","y":"13.004"}]}]}}
[TRACE | 2021-01-11 14:12:55,396] | [start:2021-01-11 14:12:55.393]--[end:2021-01-11 14:12:55.396]:{"group_name":"pc","timestamp":"2021-01-09 15:40:39.76","up_info":{"obst_time":"1610178039076","obst_num":"2","obst_list":[{"target_id":"476","confidence":"7","type":"5","centre_pos":{"x":"-0.013","y":"10.851","z":"0.930"},"boundingbox":{"width":"3.053","length":"4.180","height":"1.247"},"speed":{"x":"-1.825","y":"-0.449"},"acceleration":{"x":"0","y":"0"},"angular_speed":"0.00","angular_acceleration":"0.00","cut":"0","polygon_vertex":[{"x":"-0.963","y":"12.524"},{"x":"-2.774","y":"10.221"},{"x":"0.359","y":"7.756"},{"x":"2.171","y":"10.060"}]},{"target_id":"398","confidence":"31","type":"5","centre_pos":{"x":"-10.902","y":"11.005","z":"0.674"},"boundingbox":{"width":"4.067","length":"1.338","height":"0.657"},"speed":{"x":"-2.323","y":"0.035"},"acceleration":{"x":"0","y":"0"},"angular_speed":"0.00","angular_acceleration":"0.00","cut":"0","polygon_vertex":[{"x":"-9.801","y":"13.032"},{"x":"-11.157","y":"9.073"},{"x":"-10.043","y":"8.690"},{"x":"-8.686","y":"12.649"}]}]}}
[TRACE | 2021-01-11 14:12:55,530] | [start:2021-01-11 14:12:55.525]--[end:2021-01-11 14:12:55.530]:{"group_name":"pc","timestamp":"2021-01-09 15:40:39.175","up_info":{"obst_time":"1610178039175","obst_num":"3","obst_list":[{"target_id":"476","confidence":"8","type":"5","centre_pos":{"x":"-0.272","y":"10.751","z":"0.871"},"boundingbox":{"width":"2.821","length":"4.238","height":"1.091"},"speed":{"x":"-2.051","y":"-0.637"},"acceleration":{"x":"0","y":"0"},"angular_speed":"0.00","angular_acceleration":"0.00","cut":"0","polygon_vertex":[{"x":"-1.222","y":"12.533"},{"x":"-3.036","y":"10.257"},{"x":"0.081","y":"7.772"},{"x":"1.896","y":"10.049"}]},{"target_id":"485","confidence":"6","type":"5","centre_pos":{"x":"-0.384","y":"-5.860","z":"0.876"},"boundingbox":{"width":"2.130","length":"1.663","height":"1.345"},"speed":{"x":"-1.695","y":"0.372"},"acceleration":{"x":"0","y":"0"},"angular_speed":"0.00","angular_acceleration":"0.00","cut":"0","polygon_vertex":[{"x":"0.412","y":"-4.723"},{"x":"-1.244","y":"-4.839"},{"x":"-1.098","y":"-6.930"},{"x":"0.558","y":"-6.814"}]},{"target_id":"398","confidence":"31","type":"5","centre_pos":{"x":"-11.134","y":"11.009","z":"0.674"},"boundingbox":{"width":"4.067","length":"1.338","height":"0.657"},"speed":{"x":"-2.323","y":"0.035"},"acceleration":{"x":"0","y":"0"},"angular_speed":"0.00","angular_acceleration":"0.00","cut":"0","polygon_vertex":[{"x":"-9.801","y":"13.032"},{"x":"-11.157","y":"9.073"},{"x":"-10.043","y":"8.690"},{"x":"-8.686","y":"12.649"}]}]}}
[TRACE | 2021-01-11 14:12:55,646] | [start:2021-01-11 14:12:55.642]--[end:2021-01-11 14:12:55.646]:{"group_name":"pc","timestamp":"2021-01-09 15:40:39.333","up_info":{"obst_time":"1610178039333","obst_num":"3","obst_list":[{"target_id":"476","confidence":"8","type":"5","centre_pos":{"x":"-0.477","y":"10.687","z":"0.871"},"boundingbox":{"width":"2.821","length":"4.238","height":"1.091"},"speed":{"x":"-2.051","y":"-0.637"},"acceleration":{"x":"0","y":"0"},"angular_speed":"0.00","angular_acceleration":"0.00","cut":"0","polygon_vertex":[{"x":"-1.222","y":"12.533"},{"x":"-3.036","y":"10.257"},{"x":"0.081","y":"7.772"},{"x":"1.896","y":"10.049"}]},{"target_id":"485","confidence":"6","type":"5","centre_pos":{"x":"-0.553","y":"-5.823","z":"0.876"},"boundingbox":{"width":"2.130","length":"1.663","height":"1.345"},"speed":{"x":"-1.695","y":"0.372"},"acceleration":{"x":"0","y":"0"},"angular_speed":"0.00","angular_acceleration":"0.00","cut":"0","polygon_vertex":[{"x":"0.412","y":"-4.723"},{"x":"-1.244","y":"-4.839"},{"x":"-1.098","y":"-6.930"},{"x":"0.558","y":"-6.814"}]},{"target_id":"398","confidence":"31","type":"5","centre_pos":{"x":"-11.367","y":"11.012","z":"0.674"},"boundingbox":{"width":"4.067","length":"1.338","height":"0.657"},"speed":{"x":"-2.323","y":"0.035"},"acceleration":{"x":"0","y":"0"},"angular_speed":"0.00","angular_acceleration":"0.00","cut":"0","polygon_vertex":[{"x":"-9.801","y":"13.032"},{"x":"-11.157","y":"9.073"},{"x":"-10.043","y":"8.690"},{"x":"-8.686","y":"12.649"}]}]}}
[TRACE | 2021-01-11 14:12:55,759] | [start:2021-01-11 14:12:55.755]--[end:2021-01-11 14:12:55.759]:{"group_name":"pc","timestamp":"2021-01-09 15:40:39.433","up_info":{"obst_time":"1610178039433","obst_num":"3","obst_list":[{"target_id":"476","confidence":"8","type":"5","centre_pos":{"x":"-0.682","y":"10.624","z":"0.871"},"boundingbox":{"width":"2.821","length":"4.238","height":"1.091"},"speed":{"x":"-2.051","y":"-0.637"},"acceleration":{"x":"0","y":"0"},"angular_speed":"0.00","angular_acceleration":"0.00","cut":"0","polygon_vertex":[{"x":"-1.222","y":"12.533"},{"x":"-3.036","y":"10.257"},{"x":"0.081","y":"7.772"},{"x":"1.896","y":"10.049"}]},{"target_id":"485","confidence":"6","type":"5","centre_pos":{"x":"-0.723","y":"-5.785","z":"0.876"},"boundingbox":{"width":"2.130","length":"1.663","height":"1.345"},"speed":{"x":"-1.695","y":"0.372"},"acceleration":{"x":"0","y":"0"},"angular_speed":"0.00","angular_acceleration":"0.00","cut":"0","polygon_vertex":[{"x":"0.412","y":"-4.723"},{"x":"-1.244","y":"-4.839"},{"x":"-1.098","y":"-6.930"},{"x":"0.558","y":"-6.814"}]},{"target_id":"398","confidence":"31","type":"5","centre_pos":{"x":"-11.599","y":"11.016","z":"0.674"},"boundingbox":{"width":"4.067","length":"1.338","height":"0.657"},"speed":{"x":"-2.323","y":"0.035"},"acceleration":{"x":"0","y":"0"},"angular_speed":"0.00","angular_acceleration":"0.00","cut":"0","polygon_vertex":[{"x":"-9.801","y":"13.032"},{"x":"-11.157","y":"9.073"},{"x":"-10.043","y":"8.690"},{"x":"-8.686","y":"12.649"}]}]}}
[TRACE | 2021-01-11 14:12:55,880] | [start:2021-01-11 14:12:55.875]--[end:2021-01-11 14:12:55.880]:{"group_name":"pc","timestamp":"2021-01-09 15:40:39.575","up_info":{"obst_time":"1610178039575","obst_num":"2","obst_list":[{"target_id":"476","confidence":"8","type":"5","centre_pos":{"x":"-0.887","y":"10.560","z":"0.871"},"boundingbox":{"width":"2.821","length":"4.238","height":"1.091"},"speed":{"x":"-2.051","y":"-0.637"},"acceleration":{"x":"0","y":"0"},"angular_speed":"0.00","angular_acceleration":"0.00","cut":"0","polygon_vertex":[{"x":"-1.222","y":"12.533"},{"x":"-3.036","y":"10.257"},{"x":"0.081","y":"7.772"},{"x":"1.896","y":"10.049"}]},{"target_id":"485","confidence":"6","type":"5","centre_pos":{"x":"-0.892","y":"-5.748","z":"0.876"},"boundingbox":{"width":"2.130","length":"1.663","height":"1.345"},"speed":{"x":"-1.695","y":"0.372"},"acceleration":{"x":"0","y":"0"},"angular_speed":"0.00","angular_acceleration":"0.00","cut":"0","polygon_vertex":[{"x":"0.412","y":"-4.723"},{"x":"-1.244","y":"-4.839"},{"x":"-1.098","y":"-6.930"},{"x":"0.558","y":"-6.814"}]}]}}
[TRACE | 2021-01-11 14:12:56,000] | [start:2021-01-11 14:12:55.996]--[end:2021-01-11 14:12:56.0]:{"group_name":"pc","timestamp":"2021-01-09 15:40:39.675","up_info":{"obst_time":"1610178039675","obst_num":"2","obst_list":[{"target_id":"476","confidence":"8","type":"5","centre_pos":{"x":"-1.092","y":"10.496","z":"0.871"},"boundingbox":{"width":"2.821","length":"4.238","height":"1.091"},"speed":{"x":"-2.051","y":"-0.637"},"acceleration":{"x":"0","y":"0"},"angular_speed":"0.00","angular_acceleration":"0.00","cut":"0","polygon_vertex":[{"x":"-1.222","y":"12.533"},{"x":"-3.036","y":"10.257"},{"x":"0.081","y":"7.772"},{"x":"1.896","y":"10.049"}]},{"target_id":"485","confidence":"6","type":"5","centre_pos":{"x":"-1.062","y":"-5.711","z":"0.876"},"boundingbox":{"width":"2.130","length":"1.663","height":"1.345"},"speed":{"x":"-1.695","y":"0.372"},"acceleration":{"x":"0","y":"0"},"angular_speed":"0.00","angular_acceleration":"0.00","cut":"0","polygon_vertex":[{"x":"0.412","y":"-4.723"},{"x":"-1.244","y":"-4.839"},{"x":"-1.098","y":"-6.930"},{"x":"0.558","y":"-6.814"}]}]}}
[TRACE | 2021-01-11 14:12:56,129] | [start:2021-01-11 14:12:56.124]--[end:2021-01-11 14:12:56.129]:{"group_name":"pc","timestamp":"2021-01-09 15:40:39.775","up_info":{"obst_time":"1610178039775","obst_num":"3","obst_list":[{"target_id":"500","confidence":"6","type":"5","centre_pos":{"x":"-0.381","y":"-14.734","z":"0.795"},"boundingbox":{"width":"0.092","length":"2.985","height":"0.704"},"speed":{"x":"-4.789","y":"0.154"},"acceleration":{"x":"0","y":"0"},"angular_speed":"0.00","angular_acceleration":"0.00","cut":"0","polygon_vertex":[{"x":"1.110","y":"-14.672"},{"x":"-1.875","y":"-14.713"},{"x":"-1.874","y":"-14.780"},{"x":"1.111","y":"-14.739"}]},{"target_id":"476","confidence":"8","type":"5","centre_pos":{"x":"-1.297","y":"10.433","z":"0.871"},"boundingbox":{"width":"2.821","length":"4.238","height":"1.091"},"speed":{"x":"-2.051","y":"-0.637"},"acceleration":{"x":"0","y":"0"},"angular_speed":"0.00","angular_acceleration":"0.00","cut":"0","polygon_vertex":[{"x":"-1.222","y":"12.533"},{"x":"-3.036","y":"10.257"},{"x":"0.081","y":"7.772"},{"x":"1.896","y":"10.049"}]},{"target_id":"485","confidence":"6","type":"5","centre_pos":{"x":"-1.231","y":"-5.674","z":"0.876"},"boundingbox":{"width":"2.130","length":"1.663","height":"1.345"},"speed":{"x":"-1.695","y":"0.372"},"acceleration":{"x":"0","y":"0"},"angular_speed":"0.00","angular_acceleration":"0.00","cut":"0","polygon_vertex":[{"x":"0.412","y":"-4.723"},{"x":"-1.244","y":"-4.839"},{"x":"-1.098","y":"-6.930"},{"x":"0.558","y":"-6.814"}]}]}}
[TRACE | 2021-01-11 14:12:56,254] | [start:2021-01-11 14:12:56.250]--[end:2021-01-11 14:12:56.254]:{"group_name":"pc","timestamp":"2021-01-09 15:40:39.933","up_info":{"obst_time":"1610178039933","obst_num":"2","obst_list":[{"target_id":"503","confidence":"6","type":"5","centre_pos":{"x":"-0.680","y":"-6.724","z":"0.874"},"boundingbox":{"width":"3.864","length":"4.120","height":"1.322"},"speed":{"x":"-1.844","y":"0.537"},"acceleration":{"x":"0","y":"0"},"angular_speed":"0.00","angular_acceleration":"0.00","cut":"0","polygon_vertex":[{"x":"-0.475","y":"-3.175"},{"x":"-3.595","y":"-5.809"},{"x":"-1.192","y":"-8.656"},{"x":"1.928","y":"-6.022"}]},{"target_id":"500","confidence":"6","type":"5","centre_pos":{"x":"-0.860","y":"-14.718","z":"0.795"},"boundingbox":{"width":"0.092","length":"2.985","height":"0.704"},"speed":{"x":"-4.789","y":"0.154"},"acceleration":{"x":"0","y":"0"},"angular_speed":"0.00","angular_acceleration":"0.00","cut":"0","polygon_vertex":[{"x":"1.110","y":"-14.672"},{"x":"-1.875","y":"-14.713"},{"x":"-1.874","y":"-14.780"},{"x":"1.111","y":"-14.739"}]}]}}
[TRACE | 2021-01-11 14:12:56,374] | [start:2021-01-11 14:12:56.370]--[end:2021-01-11 14:12:56.374]:{"group_name":"pc","timestamp":"2021-01-09 15:40:40.33","up_info":{"obst_time":"1610178040033","obst_num":"2","obst_list":[{"target_id":"503","confidence":"7","type":"5","centre_pos":{"x":"0.014","y":"-6.794","z":"0.875"},"boundingbox":{"width":"3.883","length":"5.757","height":"1.322"},"speed":{"x":"-0.416","y":"-0.121"},"acceleration":{"x":"0","y":"0"},"angular_speed":"0.00","angular_acceleration":"0.00","cut":"0","polygon_vertex":[{"x":"1.499","y":"-2.991"},{"x":"-3.496","y":"-5.379"},{"x":"-1.805","y":"-8.917"},{"x":"3.190","y":"-6.530"}]},{"target_id":"500","confidence":"6","type":"5","centre_pos":{"x":"-1.339","y":"-14.703","z":"0.795"},"boundingbox":{"width":"0.092","length":"2.985","height":"0.704"},"speed":{"x":"-4.789","y":"0.154"},"acceleration":{"x":"0","y":"0"},"angular_speed":"0.00","angular_acceleration":"0.00","cut":"0","polygon_vertex":[{"x":"1.110","y":"-14.672"},{"x":"-1.875","y":"-14.713"},{"x":"-1.874","y":"-14.780"},{"x":"1.111","y":"-14.739"}]}]}}
[TRACE | 2021-01-11 14:12:56,490] | [start:2021-01-11 14:12:56.486]--[end:2021-01-11 14:12:56.490]:{"group_name":"pc","timestamp":"2021-01-09 15:40:40.133","up_info":{"obst_time":"1610178040133","obst_num":"2","obst_list":[{"target_id":"503","confidence":"8","type":"5","centre_pos":{"x":"0.009","y":"-7.445","z":"0.868"},"boundingbox":{"width":"5.342","length":"6.144","height":"1.318"},"speed":{"x":"0.037","y":"-0.876"},"acceleration":{"x":"0","y":"0"},"angular_speed":"0.00","angular_acceleration":"0.00","cut":"0","polygon_vertex":[{"x":"1.882","y":"-3.120"},{"x":"-3.627","y":"-5.182"},{"x":"-1.780","y":"-10.120"},{"x":"3.729","y":"-8.059"}]},{"target_id":"500","confidence":"6","type":"5","centre_pos":{"x":"-1.818","y":"-14.688","z":"0.795"},"boundingbox":{"width":"0.092","length":"2.985","height":"0.704"},"speed":{"x":"-4.789","y":"0.154"},"acceleration":{"x":"0","y":"0"},"angular_speed":"0.00","angular_acceleration":"0.00","cut":"0","polygon_vertex":[{"x":"1.110","y":"-14.672"},{"x":"-1.875","y":"-14.713"},{"x":"-1.874","y":"-14.780"},{"x":"1.111","y":"-14.739"}]}]}}
[TRACE | 2021-01-11 14:12:56,605] | [start:2021-01-11 14:12:56.600]--[end:2021-01-11 14:12:56.604]:{"group_name":"pc","timestamp":"2021-01-09 15:40:40.275","up_info":{"obst_time":"1610178040275","obst_num":"2","obst_list":[{"target_id":"503","confidence":"9","type":"5","centre_pos":{"x":"-0.394","y":"-6.694","z":"0.864"},"boundingbox":{"width":"3.930","length":"6.623","height":"1.317"},"speed":{"x":"-0.844","y":"0.222"},"acceleration":{"x":"0","y":"0"},"angular_speed":"0.00","angular_acceleration":"0.00","cut":"0","polygon_vertex":[{"x":"2.901","y":"-4.725"},{"x":"-3.720","y":"-4.785"},{"x":"-3.686","y":"-8.676"},{"x":"2.936","y":"-8.617"}]},{"target_id":"500","confidence":"6","type":"5","centre_pos":{"x":"-2.297","y":"-14.672","z":"0.795"},"boundingbox":{"width":"0.092","length":"2.985","height":"0.704"},"speed":{"x":"-4.789","y":"0.154"},"acceleration":{"x":"0","y":"0"},"angular_speed":"0.00","angular_acceleration":"0.00","cut":"0","polygon_vertex":[{"x":"1.110","y":"-14.672"},{"x":"-1.875","y":"-14.713"},{"x":"-1.874","y":"-14.780"},{"x":"1.111","y":"-14.739"}]}]}}
